feature,feature_scope,rule,accuracy,predicted_positive,support,benign_min,benign_max,injected_min,injected_max
parse_errors,forbidden_metadata,gt_zero_means_injected,0.6666666666666666,0,2919,0.0,0.0,0.0,0.0
quadrant_density_q1,trainable_feature,gt_zero_means_injected,0.6666666666666666,102,2919,0.0,0.9257142857142857,0.0,0.9386792452830188
quadrant_density_q2,trainable_feature,gt_zero_means_injected,0.6666666666666666,0,2919,0.0,0.0,0.0,0.0
quadrant_density_q3,trainable_feature,lte_zero_means_injected,0.6666666666666666,0,2919,0.07428571428571429,1.0,0.06132075471698113,1.0
quadrant_density_q4,trainable_feature,gt_zero_means_injected,0.6666666666666666,0,2919,0.0,0.0,0.0,0.0
render_visible_char_estimate,trainable_feature,lte_zero_means_injected,0.6666666666666666,174,2919,0.0,1471.0,0.0,1441.0
seed,metadata_or_auxiliary,lte_zero_means_injected,0.6666666666666666,0,2919,20260525.0,20260525.0,20260525.0,20260525.0
source_document_id,metadata_or_auxiliary,lte_zero_means_injected,0.6666666666666666,0,2919,80764.0,81731.0,80764.0,81731.0
std_font_size,trainable_feature,lte_zero_means_injected,0.6666666666666666,0,2919,0.4758524675535721,5.167606046239879,0.5184319405201503,5.27090143168102
std_streams_per_page,trainable_feature,gt_zero_means_injected,0.6666666666666666,0,2919,0.0,0.0,0.0,0.0
text_density_per_page,trainable_feature,lte_zero_means_injected,0.6666666666666666,0,2919,0.0006784308493794861,0.030187495873770384,0.0010874847438582939,0.02525359067572581
white_text_on_white_bg_flag,trainable_feature,gt_zero_means_injected,0.6666666666666666,310,2919,0.0,1.0,0.0,1.0
font_size_skewness,trainable_feature,lte_zero_means_injected,0.6639260020554985,600,2919,-3.7186590582172423,10.089712243509354,-3.9590419334001954,9.361236983979575
coord_variance_y,trainable_feature,lte_zero_means_injected,0.6625556697499143,12,2919,0.0,39.244322165442334,1.7480691965446071e-06,39.485925742784914
distance_outlier_score,trainable_feature,lte_zero_means_injected,0.6625556697499143,12,2919,0.0,6.848320463517534,1.0176305585653465,6.848320463517534
coord_entropy_y,trainable_feature,gt_zero_means_injected,0.657074340527578,552,2919,0.0,1.904179253389441,0.0,1.8987332519371871
confounder_physical_artifact_wrapper,forbidden_metadata,gt_zero_means_injected,0.579993148338472,759,2919,0.0,1.0,0.0,1.0
target_physical_artifact_wrapper,forbidden_metadata,gt_zero_means_injected,0.579993148338472,759,2919,0.0,1.0,0.0,1.0
coord_entropy_x,trainable_feature,lte_zero_means_injected,0.5409386776293251,1057,2919,0.0,1.2280179245569252,0.0,1.2832547532764527
coord_variance_x,trainable_feature,lte_zero_means_injected,0.5409386776293251,367,2919,0.0,69.46802328677163,3.225389484106282e-09,70.19115451281344
max_abs_x,trainable_feature,lte_zero_means_injected,0.5409386776293251,367,2919,0.0,16.79894153229193,0.000196078431372549,16.79894153229193
coord_entropy_x,trainable_feature,gt_zero_means_injected,0.4590613223706749,1862,2919,0.0,1.2280179245569252,0.0,1.2832547532764527
coord_variance_x,trainable_feature,gt_zero_means_injected,0.4590613223706749,2552,2919,0.0,69.46802328677163,3.225389484106282e-09,70.19115451281344
max_abs_x,trainable_feature,gt_zero_means_injected,0.4590613223706749,2552,2919,0.0,16.79894153229193,0.000196078431372549,16.79894153229193
confounder_physical_artifact_wrapper,forbidden_metadata,lte_zero_means_injected,0.4200068516615279,2160,2919,0.0,1.0,0.0,1.0
target_physical_artifact_wrapper,forbidden_metadata,lte_zero_means_injected,0.4200068516615279,2160,2919,0.0,1.0,0.0,1.0
coord_entropy_y,trainable_feature,lte_zero_means_injected,0.34292565947242204,2367,2919,0.0,1.904179253389441,0.0,1.8987332519371871
coord_variance_y,trainable_feature,gt_zero_means_injected,0.33744433025008563,2907,2919,0.0,39.244322165442334,1.7480691965446071e-06,39.485925742784914
distance_outlier_score,trainable_feature,gt_zero_means_injected,0.33744433025008563,2907,2919,0.0,6.848320463517534,1.0176305585653465,6.848320463517534
font_size_skewness,trainable_feature,gt_zero_means_injected,0.33607399794450155,2319,2919,-3.7186590582172423,10.089712243509354,-3.9590419334001954,9.361236983979575
artifact_bmc_count,trainable_feature,lte_zero_means_injected,0.3333333333333333,2413,2919,0.0,1.0,0.0,1.0
artifact_emc_count,trainable_feature,lte_zero_means_injected,0.3333333333333333,2413,2919,0.0,1.0,0.0,1.0
avg_stream_length_bytes,trainable_feature,gt_zero_means_injected,0.3333333333333333,2919,2919,885.5,21032.0,897.5,17035.0
bbox_area_mean,trainable_feature,gt_zero_means_injected,0.3333333333333333,2919,2919,0.00020618094776925298,0.01206774002844024,0.0001883203839694755,0.011955080898682276
bbox_area_std,trainable_feature,gt_zero_means_injected,0.3333333333333333,2919,2919,0.00045936974122152724,0.005741041673540462,0.0004422626021684169,0.00539980642119184
char_count_difference,trainable_feature,lte_zero_means_injected,0.3333333333333333,2919,2919,0.0,0.0,0.0,0.0
char_mismatch_ratio,trainable_feature,lte_zero_means_injected,0.3333333333333333,2919,2919,0.0,0.0,0.0,0.0
extractor_char_count,trainable_feature,lte_zero_means_injected,0.3333333333333333,2919,2919,0.0,0.0,0.0,0.0
frac_render_mode_3,trainable_feature,lte_zero_means_injected,0.3333333333333333,2309,2919,0.0,1.0,0.0,1.0
frac_small_font_objects,trainable_feature,lte_zero_means_injected,0.3333333333333333,2413,2919,0.0,0.9353233830845771,0.0,0.9400921658986175
frac_text_outside_page,trainable_feature,lte_zero_means_injected,0.3333333333333333,973,2919,0.0,0.9303482587064676,0.05555555555555555,0.9386792452830188
frac_white_text,trainable_feature,lte_zero_means_injected,0.3333333333333333,2537,2919,0.0,0.9326923076923077,0.0,0.9377777777777778
has_artifact_wrapper,trainable_feature,lte_zero_means_injected,0.3333333333333333,2413,2919,0.0,1.0,0.0,1.0
injection_cluster_score,trainable_feature,lte_zero_means_injected,0.3333333333333333,973,2919,0.0,0.9999634313759438,0.0009520389294904527,0.9999634313759438
max_abs_y,trainable_feature,gt_zero_means_injected,0.3333333333333333,2919,2919,0.0023756078289581366,12.626262626262626,0.004537410953310041,12.626262626262626
max_distance_from_page_center,trainable_feature,gt_zero_means_injected,0.3333333333333333,2919,2919,0.7053234182806237,19.948626622444728,0.7053234182806237,19.948626622444728
max_font_size,trainable_feature,gt_zero_means_injected,0.3333333333333333,2919,2919,14.0,18.0,14.0,18.0
max_stream_length_bytes,trainable_feature,gt_zero_means_injected,0.3333333333333333,2919,2919,1467.0,21032.0,1467.0,17035.0
mean_distance_from_page_center,trainable_feature,gt_zero_means_injected,0.3333333333333333,2919,2919,0.6743325982881921,18.48918431989488,0.6831894669990168,18.704299249890624
mean_font_size,trainable_feature,gt_zero_means_injected,0.3333333333333333,2919,2919,1.5142857142857145,12.636363636363637,1.4712962962962963,12.466666666666667
mean_streams_per_page,trainable_feature,gt_zero_means_injected,0.3333333333333333,2919,2919,1.0,2.0,1.0,2.0
min_font_size,trainable_feature,gt_zero_means_injected,0.3333333333333333,2919,2919,0.8,11.5,0.8,11.5
num_content_streams_total,trainable_feature,gt_zero_means_injected,0.3333333333333333,2919,2919,1.0,2.0,1.0,2.0
num_font_lt_1,trainable_feature,lte_zero_means_injected,0.3333333333333333,2787,2919,0.0,188.0,0.0,210.0
num_font_lt_2,trainable_feature,lte_zero_means_injected,0.3333333333333333,2665,2919,0.0,188.0,0.0,210.0
num_font_lt_3,trainable_feature,lte_zero_means_injected,0.3333333333333333,2413,2919,0.0,194.0,0.0,210.0
num_nonstandard_render_modes,trainable_feature,lte_zero_means_injected,0.3333333333333333,2919,2919,0.0,0.0,0.0,0.0
num_pages,trainable_feature,gt_zero_means_injected,0.3333333333333333,2919,2919,1.0,1.0,1.0,1.0
num_render_mode_3,trainable_feature,lte_zero_means_injected,0.3333333333333333,2309,2919,0.0,201.0,0.0,234.0
num_stream_objects,trainable_feature,gt_zero_means_injected,0.3333333333333333,2919,2919,1.0,2.0,1.0,2.0
num_text_negative_coords,trainable_feature,lte_zero_means_injected,0.3333333333333333,1075,2919,0.0,193.0,0.0,210.0
num_text_objects,trainable_feature,gt_zero_means_injected,0.3333333333333333,2919,2919,11.0,230.0,15.0,252.0
num_text_outside_page_bounds,trainable_feature,lte_zero_means_injected,0.3333333333333333,973,2919,0.0,194.0,3.0,217.0
num_text_show_ops,trainable_feature,gt_zero_means_injected,0.3333333333333333,2919,2919,11.0,230.0,15.0,252.0
num_white_text,trainable_feature,lte_zero_means_injected,0.3333333333333333,2537,2919,0.0,194.0,0.0,211.0
page_height,trainable_feature,gt_zero_means_injected,0.3333333333333333,2919,2919,792.0,841.8898,792.0,841.8898
page_width,trainable_feature,gt_zero_means_injected,0.3333333333333333,2919,2919,595.2756,612.0,595.2756,612.0
parse_errors,forbidden_metadata,lte_zero_means_injected,0.3333333333333333,2919,2919,0.0,0.0,0.0,0.0
quadrant_density_q1,trainable_feature,lte_zero_means_injected,0.3333333333333333,2817,2919,0.0,0.9257142857142857,0.0,0.9386792452830188
quadrant_density_q2,trainable_feature,lte_zero_means_injected,0.3333333333333333,2919,2919,0.0,0.0,0.0,0.0
quadrant_density_q3,trainable_feature,gt_zero_means_injected,0.3333333333333333,2919,2919,0.07428571428571429,1.0,0.06132075471698113,1.0
quadrant_density_q4,trainable_feature,lte_zero_means_injected,0.3333333333333333,2919,2919,0.0,0.0,0.0,0.0
render_visible_char_estimate,trainable_feature,gt_zero_means_injected,0.3333333333333333,2745,2919,0.0,1471.0,0.0,1441.0
seed,metadata_or_auxiliary,gt_zero_means_injected,0.3333333333333333,2919,2919,20260525.0,20260525.0,20260525.0,20260525.0
source_document_id,metadata_or_auxiliary,gt_zero_means_injected,0.3333333333333333,2919,2919,80764.0,81731.0,80764.0,81731.0
std_font_size,trainable_feature,gt_zero_means_injected,0.3333333333333333,2919,2919,0.4758524675535721,5.167606046239879,0.5184319405201503,5.27090143168102
std_streams_per_page,trainable_feature,lte_zero_means_injected,0.3333333333333333,2919,2919,0.0,0.0,0.0,0.0
text_density_per_page,trainable_feature,gt_zero_means_injected,0.3333333333333333,2919,2919,0.0006784308493794861,0.030187495873770384,0.0010874847438582939,0.02525359067572581
white_text_on_white_bg_flag,trainable_feature,lte_zero_means_injected,0.3333333333333333,2609,2919,0.0,1.0,0.0,1.0
artifact_wrapper,forbidden_metadata,lte_zero_means_injected,0.24665981500513876,2666,2919,0.0,0.0,0.0,1.0
avg_chunk_len,forbidden_metadata,lte_zero_means_injected,0.0,1946,2919,0.0,0.0,1.0,84.25
label,forbidden_metadata,lte_zero_means_injected,0.0,1946,2919,0.0,0.0,1.0,1.0
num_chunks,forbidden_metadata,lte_zero_means_injected,0.0,1946,2919,0.0,0.0,4.0,217.0
